"city","country","description","location","state","state_abbrev","longitude","latitude","city_longitude","city_latitude","",""
"Hollywood","United States","There have been sightings of two ghosts who walk near the piano after closing. The bar is also haunted by some unknown presence by the large mirror in the wall.","El Compadre Restaurant","California","CA","-118.3522447","34.0978073","-118.3286614","34.0928092","",""
"Hawthorne Blvd","United States","General Cinema Theater I -  It is no longer used. The stock room could not be kept clean; boxes would always be opened, overturned, and/or dumped on the floor. The faucet would turn on and off by itself. Behind the concession stand, you could feel someone brush past you and bump into you as you were working and the cabinets would be padlocked at night and would be open in the morning, with the contents disheveled and strewn about.","Redondo Beach","California","CA","-118.3527076","33.8655338","-118.3539932","33.8529097","",""
"Hollywood","United States","Lon Chaney Sr.'s ghost is often seen running in the catwalks above the stage, he is often wearing a phantom-like cape. He usually lets his presence be known by opening and closing doors, flickering lights off and on. One strange event that happens is the tinkling of a chandelier that was removed from the set years ago, one of the original props from the movie.","Universal Studios","California","CA","-118.3533783","34.1381168","-118.3286614","34.0928092","",""
"Hollywood","United States","Back to the future ride - Employees will clean the area and close doors to the ride rooms. A few minutes later they will go back to find candy wrappers on the floor and doors opened. Employees also experienced cold spots. An employee stated a little girl died on the ride due to an illness.","Universal Studios","California","CA","-118.3533783","34.1381168","-118.3286614","34.0928092","",""
"Hollywood","United States","There used to be a bus stop right in front of the property, but it had to be moved because there were many complaints of screaming, and mysterious sounds of horses galloping and whinnying all night long. An apparition of a woman has also been seen on the grounds at night.","Wattles Mansion","California","CA","-118.3546641","34.1043106","-118.3286614","34.0928092","",""
"Los Angeles","United States","According to security guards, a woman was shot by her husband because she was sleeping with other men. She is now a very active spirit supposedly begging men who visit the building that see her to (to put it nicely) have sex with her as well as playing with the electrical system. Contractors doing work at the site have left in fear and never come back.","LA County Museum of Arts (LACMA)","California","CA","-118.3592293","34.0639323","-118.2436849","34.0522342","",""
"Los Angeles","United States","in the rotunda shadows have been seen and cold spots have been felt. A number of students felt the urge to jump off the 3rd floor balcony ""when I walked past the entrance to the 3rd floor balcony, I felt the sudden urge to brake through the gate and jump off"". two people killed by hanging themselves and jumping off. Cold spots have also been felt and light flicker in the auditorium. One person died falling off fixing lights.","Fairfax high School","California","CA","-118.3597627","34.0821574","-118.2436849","34.0522342","",""
"Hawthorne","United States","In Nyman Hall you sometimes see an old woman in black wandering around there. And also lights go off an on mysteriously. In the girls bathroom by building seventeen you can hear the sounds of a girl weeping. In the same bathroom the toilets flush and the water turns on and off.","Hawthorne High school","California","CA","-118.3631462","33.9173288","-118.3525748","33.9164032","",""
"Lennox","United States","Nyman Hall - reports of a former drama teacher seen looking for his students. & there is a lady that only comes out when you go up to the stage. You can see here up where the lights are.","Hawthorne High School","California","CA","-118.3631462","33.9173288","-118.3525752","33.9380695","",""
"Lennox","United States","right when you go inside the school there's a tombstone of a teacher that died. They say that they seen her walking around the school into he night. They also say that people hear voices by the bathrooms. It just happens in the night.","Buford Elementary school","California","CA","-118.36479","33.9372548","-118.3525752","33.9380695","",""
"Hollywood","United States","There have been numerous reports over the years regarding an intersection on Laurel Canyon. on several occasions at the intersection of Laurel Canyon and Lookout Mountain Dr. people have witnessed an old carriage pulled by white horses that seems to dart out onto the canyon road from Lookout Mountain as though the horses are at a full speed gallop only to disappear causing car accidents.","Laurel Canyon","California","CA","-118.3673123","34.1065723","-118.3286614","34.0928092","",""
"Hollywood","United States","Famous hotel from the 20's that has been home to every legend from Howard Hughes, Marilyn Monroe, Boris Karloff, Jim Morrison and of course is famous for site of John Belushi's death. Every kind of phenomena has been witnessed here.","Chateau Marmont","California","CA","-118.3684058","34.0982682","-118.3286614","34.0928092","",""
"Torrance","United States","Sightings of old nuns lurking around the third building hallway have been reported. Witnesses have also seen an old drama teacher in the drama lab and visions of blood in the hall ceiling.","Bishop Montgomery High","California","CA","-118.3734314","33.836524","-118.3406288","33.8358492","",""
"Los Angeles","United States","It is a abandoned Mansion of the magician Houdini. Many people say it is haunted and have heard footsteps on the large stairs of Houdini's Mansion. Many apparitions of a man walking also is seen through pictures.","Houdini's Mansion","California","CA","-118.3734598","34.1143369","-118.2436849","34.0522342","",""
"Hollywood","United States","Was once a famous nightclub and restaurant in the 30's/40's and the basement is said to be haunted with an evil entity.","The Comedy Store","California","CA","-118.3740423","34.095169","-118.3286614","34.0928092","",""
"Artesia","United States","a couple that where to be wed had a fight and the bride was pushed down the stairs to her death. It is said that if you walk past her grave you will se her floating around.","The Red House","California","CA","-118.3763117","34.0780298","-118.0831212","33.8658484","",""
"Palos Verdes","United States","Formerly listed as Glass Chapel - The site where Marilyn Monroe & Joe DiMaggio where married. The only strange thing about this place is problems with cell phones. Cell Phones signals are hard to receive in this area.","Wayfarer's Chapel","California","CA","-118.3774217","33.7436775","-118.3870173","33.7444613","",""
"Los Angeles","United States","There is a total of three ghosts here at Neutrogena. The original founders wife was shot execution style here and so was his son. Workers and security officers working late nights will see a woman in a white dress walking around, a child playing in the factory and running (there are no children allowed in the buildings due to the hazards), and a strange growl.","Neutrogena, Johnson &amp; Johnson Corporation","California","CA","-118.383123","33.948858","-118.2436849","34.0522342","",""
"Redondo Beach","United States","There have been many sightings of a ghost named Jake in the High schools Auditorium, he died there in the 1940's. There are also footsteps that are supposed to be from Jake walking up the wall. There have been loud knocks on the walls when no one is on the other side of them, lights turning on and off, and sightings and sounds from a staircase leading up to the sound booth. Some other happenings in the auditorium are paper airplanes falling from the catwalk and landing directly center stage. Students experienced cold chills in one of the staircases leading up to the sound/light booth. Keys that had been lost several years before at some other high school had fallen from nowhere next to the owner of them at RUHS. Another guy has died in that auditorium about a year ago when he had a heart attack while visiting the bathroom. No known experiences have occurred in the men's bathroom yet except that his blood is still stained into the grommet of the tile.","Redondo Union High School","California","CA","-118.3840853","33.8471175","-118.3884078","33.8491816","",""
"Los Angeles","United States","Many strange occurrences have been reported over the years. Apparitions of different beings show up in the lounge on the 18th floor & in the parking garage accompanied by feelings of terror, strange smells & sounds. Rumor is that the front office is curse - 6 suicides of people who worked in the front office since the hotel opened in 1972.","Los Angeles Airport Marriott","California","CA","-118.3848086","33.9465953","-118.2436849","34.0522342","",""
"Los Angeles","United States","Mostly strange sounds in the rooms and the feeling of being followed and watched.","Renaissance Los Angeles Airport","California","CA","-118.3858006","33.9484998","-118.2436849","34.0522342","",""
"Palos Verdes","United States","Wayfarers Chapel - The Wayfarers' Chapel was designed by Frank Lloyd Wright Jr. and overlooks the cliffs and ocean. The garden behind the church has had much activity including indistinct wispy fog shapes at night. A giant white owl that appears and then disappears. Voices that call people by name. An old Indian man that appears off in the distance weeding or tending the plants who vanishes when approached. Behind the church, up in the hills, is rumored to be a small cemetery that might be the source for some hauntings.","Rancho Palos Verdes","California","CA","-118.3870173","33.7444613","-118.3870173","33.7444613","",""
"Sun Valley","United States","voices have been heard and a mysterious man lurks the hall and children's room. He's not malevolent unless you're over 12 years old.","Roscoe blvd","California","CA","-118.3890348","34.2217668","-118.3812562","34.2279298","",""
"Sun Valley","United States","The old power plant was de-commissioned as of 2004. But when it was operational there had been numerous sightings of a figure on the second deck of the old power plant. Station Operators, at night, have seen a person wandering by one of the electrical rooms; when followed they disappear into walls or through locked doors. Also, on the second and lower decks, a feeling of being watched or a person behind, when do one else is around. Furthermore, A former employee received six death sentences and he currently serves his time at San Quentin as one of the two ""Sunset Strip Slayers"". It is speculated that he might have started his killing spree while still employed at the power plant.","DWP, Valley Generating Station","California","CA","-118.3905172","34.2444462","-118.3812562","34.2279298","",""
"Hermosa Beach","United States","Now used as storage for the city, witness have reported hearing little children's voices but the school has longed been closed","Prospect Street School","California","CA","-118.3905471","33.869047","-118.3995194","33.8622366","",""
"Palos Verdes","United States","the wealthy Vanderlip family lived in a mansion in PV, one day the wife went crazy and chopped up her family and buried them in the walls of the house. She also killed her two dogs and then hung herself from a wooden beam in the living room ceiling. The dogs reportedly haunt the yard and scare away trespassers. The woman and her family still haunt the house itself. Sightings of glowing dogs have been reported and members of the murdered family have been seen in the windows of the abandon house. Sometimes at night you can hear the children crying for help.","Vanderlip Mansion","California","CA","-118.3918261","33.7404928","-118.3870173","33.7444613","",""
"Sylmar","United States","Glen Haven Memorial Park - There is an alleged gravity hill and there is a statue next to the mortuary building that walks around at night.","Lopez Canyon","California","CA","-118.3955008","34.3034975","-118.4571974","34.3058279","",""
"Santa Clarita","United States","Allegedly once occupied by sea serpent / monster and various demons. Once settled as a mining / farm community by Spaniards who reported dead cattle, sickness and ruined crops. Historical accounts of a terrible sulfuric smell pervading the surrounding area. The monster / creatures have not been seen recently, but the odor persists to this day, as well as an eerie presence in the town and homes there.","Lake Elizabeth","California","CA","-118.3973236","34.666072","-118.542586","34.3916641","",""
"Beverly Hills","United States","Night-shift groundskeepers will not stay employed, due to sounds, and screams inside the house. There are some sections that are gated and padlocked that have not been kept up in the home due to this.","Doheny Mansion","California","CA","-118.4012377","34.0922819","-118.4003563","34.0736204","",""
"Beverly Hills","United States","According to the previous owners, there were at least two other ghosts who haunted the place as well. In the beautiful entry way was often seen a ghost who was thought to be Douglas Fairbanks.","Pickfair Mansion","California","CA","-118.4012377","34.0922819","-118.4003563","34.0736204","",""
"Los Angeles","United States","A warehouse worker that died while working in the bypass section in the warehouse haunts Qantas Freight. There have been numerous witnesses that claim to have seen his ghost working normally and when approached he turns around and his face and hands are bloody and mangled. The workers report the stranger to the managers and when they look for him he disappears. Many graveyard shift workers claim that he appears mostly in the cooler room checking the human remains section.","Qantas Freight Warehouse","California","CA","-118.40317","33.932262","-118.2436849","34.0522342","",""
"Pacoima","United States","girls locker room - Witnesses report cold spots, also feel a presence around you of a little girl that runs around the locker room when you're alone. Others have reported an Aztec Indian in full dress at the school.","Charles Maclay middle school","California","CA","-118.4065119","34.2715979","-118.4104684","34.2767691","",""
"Palos Verdes","United States","It was something to do with a lady and her baby. Possibly, they used to be the keepers of the lighthouse. Rumor is she killed her baby then committed suicide. People say that if you go there at night you can either see her or hear a woman screaming.","Light House","California","CA","-118.4099042","33.7422359","-118.3870173","33.7444613","",""
"Rancho Palos Verdes","United States","Typical lighthouse story of a waiting woman. It has been detailed on the news & maybe on Unsolved Mysteries. There were always stories about the Coast Guard being unable to keep the place staffed - lots of transfer requests.","Pt. Vincente Lighthouse","California","CA","-118.4099042","33.7422359","-118.3870173","33.7444613","",""
"Los Angeles","United States","in the uphill campus for the boys locker room is haunted. The lights go on and of then turn of. The door goes slam and is look but from the inside. Some times the locker open and close by themselves. Last seen in yr 2001-2002.","Le Lycee Francias (up hill campus)","California","CA","-118.414233","34.027772","-118.2436849","34.0522342","",""
"Santa Clarita","United States","In the mid 80's a car load of kids going to prom wrecked their car at the intersection of Sand Canyon Road & Warm Springs Road. Reports of a young woman signaling for help, and then vanishing.","Sand Canyon Road","California","CA","-118.4170442","34.4008441","-118.542586","34.3916641","",""
"Los Angeles","United States","The Strub Theatre - Said to be haunted by an old lady who sits in the back of the house watching the stage. Several actors have seen her in the audience while performing on stage and stage managers, while locking up the theatre after rehearsals or productions. have reported seeing her staring intently at the stage.","Loyola Marymount University","California","CA","-118.4184969","33.9698183","-118.2436849","34.0522342","",""
"Los Angeles","United States","Rains Hall students have reported seeing strange apparitions as well as the ghost of a girl who died there from heart complications in 1998.","Loyola Marymount University","California","CA","-118.4184969","33.9698183","-118.2436849","34.0522342","",""
"Palos Verdes","United States","(3 miles S. of Redondo Beach.) Apparitions of dead skin divers, odd traveling lights, voices.","Rocky Point","California","CA","-118.4261788","33.7751625","-118.3870173","33.7444613","",""
"Los Angeles","United States","It is said that 3 ghost haunt the school. There is a young man believed to be 16-18 haunting the school. Back in the 70's the boy was playing basketball for his PE class, as he went up for a shot someone took his legs out from under him and he crushed his skull and broke his neck. Late at night after hours you can hear the young man playing and you can encounter a ghostly figure walk up to you and ask "" Do u got game ""? then laugh and disappear. The other two ghosts seem to be a couple. They are seen all over the school every now and then. They will disappear when see by other people. The couple will follow and mess with you until you leave.","Westchester High School","California","CA","-118.4287235","33.9582876","-118.2436849","34.0522342","",""
"Westwood","United States","Marilyn Monroe's ghost has been spotted hovering near her tomb.","Westwood Memorial Cemetery","California","CA","-118.4412291","34.0583515","-121.0057931","40.3059999","",""
"West Los Angeles","United States","Many fatal accidents reported in this area. Reports of eerie feelings, cold spots, sightings of children and handprints on cars, accompanied by the inside lights of the vehicle turning on.","Quicksilver TOW-O.P.G.","California","CA","-118.4420161","34.0424111","-118.442596","34.0412085","",""
"Los Angeles","United States","Dykstra Hall - Dykstra 10th floor showers turn on by themselves. Not a drip, but a full force shower, when no one's in the shower area. Residents will turn them off, and they'll turn back on. RAs have been sent to investigate and the problems were reported to Facilities who didn't find anything wrong with the showers.","University of California","California","CA","-118.4451811","34.068921","-118.2436849","34.0522342","",""
"Los Angeles","United States","Dykstra Hall - Supposedly there is a lively spirit still hovering over the third floor of the dormitory, where a couple of years ago a young student (overwhelmed by life) committed suicide by hanging himself in the dormitory closet. It is said that the kid killed himself across from one of the restrooms, where creepy noises can be heard during the night.","Westwood","California","CA","-118.4455164","34.0635016","-118.2436849","34.0522342","",""
"Tehachapi","United States","Janitors report feelings of being watched, and hearing footsteps Late at night, especially near a small memorial.","Wells Elementary School","California","CA","-118.4460158","35.1289455","-118.4489739","35.1321877","",""
"Marina Del Rey","United States","The ghost of a man is seen walking around the 3rd floor, stairs & roof. Rumor has it that the man was murdered several years ago by a jealous lover.","BuyCheapSoftware.com","California","CA","-118.4464977","33.9907869","-118.4517449","33.9802893","",""
"Panorama City","United States","when alone in the office you hear people talking in the lobby after closing hours. Some employees have said when alone they feel someone behind them and when they turn around, there is no one there, also in exam rooms you hear a little boy laughing and caresses your hair.","Optometry","California","CA","-118.4477569","34.2249999","-118.442425","34.227617","",""
"Van Nuys","United States","Strong presence here. Cold spots, touching. There is a strong negative energy of a malevolent entity that haunts the building.","DWP Utilities Bldg. on van Nuys Blvd.","California","CA","-118.4481981","34.1899146","-118.451357","34.1898566","",""
"Venice","United States","There is said to be a ghost nun at St. Mark School. In the fourth grade class room there is said to be a ghost nun haunting the room. There was a nun that used to work for the school who taught fourth grade. She died and came back to haunt the school. There have been sightings of her, and at occasional times you would see the door slam by its self with no windows open. The windows in the class room would open by them selves too.","St. Mark School","California","CA","-118.4520637","33.9914995","-118.4694832","33.9850469","",""
"Mission Hills","United States","Apparition of a lady in a white dress with a white scarf on her head praying at the front row of the chapel that vanishes.","San Fernando Mission","California","CA","-118.4616431","34.2729782","-120.4364208","34.6882456","",""
"Panorama City","United States","There is a cold spot in the lobby by the cashier. In the restroom you can here a little boy crying.","Rose's Beauty Salon","California","CA","-118.4665967","34.2217719","-118.442425","34.227617","",""
"Los Angeles","United States","Venice high school - it has been said that auditorium lights and sound turn on by themselves sometimes while events are taking place also screams being heard in the control room also the place gets very cold sometimes the auditorium and the school itself has a long past history of many events and the decor itself of the auditorium is very eerie old style just a weird feeling when you walk in there when empty it has been said that in fact there is an entity haunting the place.","Venice","California","CA","-118.4694832","33.9850469","-118.2436849","34.0522342","",""
"Los Angeles","United States","Westminster Ave. Apartment Bldg. - Charlie Chaplin used to own several of the large buildings that sit near or along the famous Venice Beach Boardwalk in Los Angeles. In the day, these buildings were commonly used as bath houses or lodging for wealthy vacationers. Today, these buildings have been converted to apartment buildings for the local artists, musicians, and other creative types that now inhabit Venice Beach. Incidentally these buildings cradle around the famous Building Number 26 on Westminster Ave. It has been documented in print as well as Chaplin's films that during the early 1900's he did much of his filming in and around these properties on Westminster Avenue. In 1915, during the filming of ""By the Sea"" Chaplin's stunt double mysteriously disappeared from the film set. Production was put on hold for three days and a full on man-hunt was instated. After tur ning up empty-handed, it was assumed that the long time friend of Chaplin's must have quit and left on his on recognizance. The studios that were financially backing the film, were losing money. Under haste, Chaplin was forced to replace his stunt double and continue production of the film. On the seventh day after the disappearance, Chaplin returned to his dressing room after a day of shooting. His dressing room was located in the basement of the now famous Building number 26 on Westminster. It is documented that Chaplin, while accompanied by an entourage, entered the room to discover his stunt double and long time friend lying dead on the floor, wet and covered in seaweed. The man appeared to have been deceased for several days. How he had ended up on the floor of Chaplin's dressing room after missing for almost an entire week, is still to this day a complete mystery. The ""now"" inhabitants of the famous building claim to still hear strange noises emanating from th e walls of somebody walking through shallow water. Other noises include moaning, and sounds of someone distantly crying for help. In addition to the assortment of disturbing sounds, there have been several sightings of what appears to be an apparition of a man bound by the hands and feet standing in luminous corners of the large building. Quite possibly the most blood curdling detail of all these sightings is what the man is seen wearing. He's dressed the same way he was the day he disappeared. A Chaplin-esque tuxedo coat with tails and the proverbial black derby hat.","Venice Beach","California","CA","-118.4694832","33.9850469","-118.2436849","34.0522342","",""
"Los Angeles","United States","When the school was first being built, and there, kids and students use to come and hang out at night on the soccer field that was there. A girl was raped, her tongue cut out and murdered. It is said on nights in September and October, she has been seen her wandering the soccer field, trying to scream and call gut the names of her attackers, and that if any males wander down to the filed on nights she is out, they will go mute while on the field.","University of Judaism","California","CA","-118.4725275","34.1263884","-118.2436849","34.0522342","",""
"North Hills","United States","Witnesses have heard loud footsteps and opening and closing of doors when the halls are lonely. The girls gym room is haunted students have heard lockers open and close when no one is present.","James Monroe High School","California","CA","-118.4769293","34.2383746","-118.4849365","34.235822","",""
"Brentwood","United States","Brady Hall - there have been students ""oppressed"" by spirits. Doors open by themselves. With a whole English class present, the poem ""the Living Hand"" was being read. During the poem, the door open and then slammed. The teacher checked and no one was there. The doors are designed so that you have to turn the knob to open them and they are difficult to slam.","Mount Saint Mary's","California","CA","-118.4823817","34.085238","-121.6957863","37.931868","",""
"Brentwood","United States","Carondelet dormitory - there are nuns seen walking and doors open mysteriously.","Mount Saint Mary's","California","CA","-118.4823817","34.085238","-121.6957863","37.931868","",""
"Encino","United States","Formerly L.A. Cabaret - When it was the comedy club, 2 ghosts were reported. One was a pretty woman, dressed in the 50s era, sitting in a corner booth in the back of the main showroom. She always seemed happy & fun loving. The other was a man, usually in the kitchen area & the control room. One employee working late one night closing the bar & felt a presence which they associated with the male ghost. The sensation of impending danger grew in intensity within seconds, so that they ran out the front door. It is not known if he meant harm or was instead warning them of something, but they had never felt the feeling of being cold the very core like they did then.","Bagel Nosh Restaurant","California","CA","-118.4863491","34.0291105","-118.5214282","34.1517492","",""
"Hollywood","United States","Errol Flynn's Former Estate - Residents in the neighboring homes have reported lights of all shapes and colors on the property. And noises of that of a social gathering or gala party going on. The most active month is usually August, when these noises are heard on almost a nightly basis. Very amusing considering that all that is left of the home is the foundation and a tennis court.","Mullholand Drive","California","CA","-118.4904271","34.1312659","-118.3286614","34.0928092","",""
"Catalina Island","United States","The Banning Inn - A specter dubbed the ""White Lady"" has been seen here as well as the smell of tobacco and fish from the spirit of a fisherman. Rumors of Natalie Wood's ghost have also been talked about in the area where she drowned.","Two Harbors","California","CA","-118.49833","33.44","-118.4163103","33.3878856","",""
"Lake Balboa","United States","Before a high school, Birmingham High School, named after General Birmingham, was a World War II hospital for amputees and other injured soldiers. Many soldiers died during their stay at the hospital. After WWII, the hospital was renovated into present day Birmingham High School. At night you can hear rusty squeaking noises on while standing on the quad. Strange feelings of another presence can also be felt along the front steps of the Performing Arts Building and the in the front entrance area.","Birmingham High School","California","CA","-118.5048967","34.1889407","-118.5010942","34.2010832","",""
"Los Angeles","United States","It was a hospital in WWII. Reports include voices at night and cold spots.","Birmingham High School","California","CA","-118.5048967","34.1889407","-118.2436849","34.0522342","",""
"Santa Clarita","United States","The home of the silent film star William S. Hart. Mr. Hart is scene by people that he recognizes and likes (namely docents). He and his sister (also a ghost) are the only people to have ever really lived in the home. The ghost of their nurse as well as Mr. Hart's dogs are also seen. Coffee is often smelled in the museum.","Hart Mansion","California","CA","-118.5257901","34.3753971","-118.542586","34.3916641","",""
"Santa Clarita","United States","When sitting at the bar, people are constantly looking over their shoulders back at the front door, seeing things out of the peripheral vision.","The Egg Plantation","California","CA","-118.5306342","34.3803161","-118.542586","34.3916641","",""
"Santa Clarita","United States","Next door to the Egg Plantation (also reportedly haunted). Both businesses converted from old homes. This is one of the oldest neighborhoods in LA County. Tags flap around as if someone walked by. Items heard shifting around. Steps sometimes heard. Loud objects clanging during morning pre-open hours. First hand accounts of ghostly apparitions in restaurant next door, including an angry cook.","The Cottage on Walnut","California","CA","-118.5377283","34.3905609","-118.542586","34.3916641","",""
"Antioch","United States","This old church, located on Leland Avenue in San Francisco has a history of hauntings. Late at night, footsteps can be heard walking up the stairs, doors shut, etc. Also, on more than one occasion, late at night, doors that normally open easily will be impossible to open, as if a ton of bricks is on the other side of the door. Later, the doors will be found wide open.","St. James Presbyterian Church","California","CA","-118.5563031","34.1723847","-121.805789","38.0049214","",""
"Tehachapi","United States","UFW headquarters/children's hospital - the swings swing of their own accord. There is blood in the bathrooms of the old hospital section (it was once a children's hospital). The feeling of death and what it has left behind is inundating...and you can hear voices. walking past a door that is shut off to the back building that is unused, a witness heard a banging on the door. The doorknob turned.","La Paz","California","CA","-118.5599843","35.2297785","-118.4489739","35.1321877","",""
"Woodland Hills","United States","In 1969,a young couple in their senior year of high school was brutally tortured and killed to death in the football field bleachers.Ghost sightings have been seen during football games.Two girls by the names of Elizabeth and Evelyn had once felt their legs being pulled while sitting in the bleachers. Once they looked down into the bleachers,they saw two faded shadows simply disappear at a glance.Numerous incidents have been reported all of which cannot be explained.","Taft High School","California","CA","-118.5713076","34.169657","-118.6089752","34.165357","",""
"Santa Clarita","United States","Every night just a few hours after the park is free of all guests, the security base get a phone call from Goliath (caller identification) and when they answer, all they hear is static. After numerous calls, a few security guards investigated the matter. When the base got the call, they radioed two guards waiting on the exit ramp. When the guards ran up to the station, there was nobody around. They searched every part of the ride and found nothing but an empty feeling.","Six Flags California","California","CA","-118.5972191","34.4253305","-118.542586","34.3916641","",""
"Valencia","United States","Colossus - there's supposedly a child in a striped shirt who occasionally can be seen at night running through the supports underneath Colossus. That, and sometimes at night the lift chain can be heard running and the clanking of the anti-rollbacks, despite the ride being shut down for the night.","Six Flags","California","CA","-118.5972191","34.4253305","-118.5713823","34.456151","",""
"Valencia","United States","Magic Mountain - Cold spot and a presence felt.","Six Flags","California","CA","-118.5972191","34.4253305","-118.5713823","34.456151","",""
"Valencia","United States","Revolution - formerly the 76er - On roller coaster a girl working as an attendant was crushed and dragged by incoming cars when she accidentally stepped onto the track. Some employees mention that they have seen their co-worker by the tracks in the train station or in the tunnel shortly after the loop on the coaster. They mentioned that they saw the apparition and another employee mentioned they heard screams on another occasion. It appears these incidents happen after closing around 1 AM in the morning for some odd reason. The employee had been killed though during business hours.","Six Flags","California","CA","-118.5972191","34.4253305","-118.5713823","34.456151","",""
"Canoga Park","United States","(now empty) - This spot is a small industrial business strip on Alabama Ave. across from the large self storage building and behind the wheel and tire and dirt bike gear shop. In the warehouse late at night you could hear the ghost of a woman screaming as it passed you from the back to the front. Reports of seeing the apparition and greeting them as a person and realizing no one was there have happened. One account was a repairman working on the water heating system he was at work after hours and his tool chest was on his left side, as he was working the tool chest was slammed down on his right side hard enough to startle him and send him running out of the building. Additionally, the ghost was said to live in the attic area of the walk in refrigerator. the walk-ins ceiling was later removed to increase space and a storage area was walled off above th e kitchen. Every day before work started, the door to the room would be open even if it was locked the night before Take Caution. The building is locked and it is doubtful that the present occupants will allow access.","Old Earth Island Manufacturing Facility","California","CA","-118.6025887","34.2374372","-118.6058609","34.208254","",""
"Canoga Park","United States","Reports of a ghost who messes with the lights and audience.","Canoga High School","California","CA","-118.6055177","34.1954222","-118.6058609","34.208254","",""
"Canoga Park","United States","Numerous sightings of a man standing at the drive through window, wearing all red, the milkshake machines turning on for no reason, and furniture in the dinning area moving by themselves at night and the frozen food on the floor.","A Jack in The Box on Topanga Cyn,","California","CA","-118.6056787","34.202538","-118.6058609","34.208254","",""
"Woodland Hills","United States","uneasy feelings in the ladies bathroom. also witnesses feel cold spots in there.","Pizza Cookery","California","CA","-118.6072181","34.1831078","-118.6089752","34.165357","",""
"Stevenson Ranch","United States","Was once a little town located in the mountains. In the late 1800s a local dam broke and killed a lot of people from all over. A lot of people were found in the tall, old oak tress dead. You can see people dressed in very old western clothing, people in the oak tress, and you can hear people talking.","Mettryville","California","CA","-118.6110163","34.3791724","-118.5907538","34.3931105","",""
"West Hills","United States","There have been apparitions of a woman with long, dark hair, and a hooded figure standing among the dark trees at night with its eyes glowing red. Noises at night like keys jangling, creaking stairs, heavy footsteps and the like. Things also turned up missing that were never to be found.","Capistrano Ave","California","CA","-118.6178816","34.2073342","-118.6439809","34.1973122","",""
"Malibu","United States","In the women's restroom, the water faucets have been known to turn on by themselves.","Moonshadows Restaurant","California","CA","-118.618639","34.0374873","-118.7797571","34.0259216","",""
"West Hills","United States","The recreation center used to be an old ranch house that has the oldest eucalyptus trees in the state. In a riding accident a young boy was killed and almost decapitated. At night you can see the body looking down at you from the second story window.","Shadow Ranch Park","California","CA","-118.62028","34.1947151","-118.6439809","34.1973122","",""
"West Hills","United States","In back room behind the dressing rooms, is a storage area and when no one is around mysterious noises and lights appear, You can heard loud music like a radio playing and voices and it is empty. They had mysterious fires in areas abrupt instantly in the store. In garden area sometimes you can see an old employee who died He walks thru the door into the store and fades away. In the receiving area you can see a worker walking around that hung himself. You see him by the area of where bicycles are stored. There was an employee who works in the food area and suddenly died. and every day for a few months around 3 pm (time she leave the store) the door alarms suddenly ring. Also a witness has seen strange things happening around her work station. There have been mysterious alarms going off, power outages, and even at times doors lock by them selves. When phones are turn off at night of closing they ring at times (which are located by dressing room). Sometimes you can hear footsteps and people talking on the stairwell and no one around going up to the offices up stairs. In certain areas you suddenly feel real cold and in some aisles you see things on floor after you put them back on shelves.","Target Store","California","CA","-118.6271093","34.1903974","-118.6439809","34.1973122","",""
"Calabasas","United States","an old house/ranch from the1800's is said to be haunted by the original owner/builder of the house.","Leonis Adobe","California","CA","-118.6402745","34.1575359","-118.6614809","34.1367208","",""
"Los Angeles","United States","The Little Rascal's dog Petey, Hop along Cassidy's Horse and Mary Pickford's dog are all interred here. However, the dead animal that does the most haunting here is Kabar, a Great Dane that belonged to Rudolf Valentino. The dog died in 1929 but it's playful phantom is still reported panting or licking people that wander near it's grave.","Los Angeles Pet Cemetery","California","CA","-118.6522057","34.1573667","-118.2436849","34.0522342","",""
"Simi Valley","United States","When the Indian Hills area was built there were, and still are, many hills which seemed perfect for skateboarding. It was said to be that a young boy anxious to skate down one of these hills called Maricopa. While skating down this steep hill without a helmet, he fell face first and tore up his face and arms and knees. To this day on some nights you can still see a small boy with a skateboard in his hand and his face and arms all scraped up. Many people have seen this mysterious boy still skating down all the hills. As soon as you start walking over to help him or see if he is real, he skates away at a seemingly impossible speed never to be seen again that night.","Indian Hills","California","CA","-118.686314","34.288428","-118.781482","34.2694474","",""
"Simi Valley","United States","Abandon barn were 3 people were killed. Street closed off. Said that a mom, her son and her daughter lived there and the son went crazy and killed them both and then killed him self on a chair. They say the chair is still there and they say that you can still see him sitting in his chair with his gun. - February 2004 Update: they are currently building now over there and they have demolished the barn itself, its gone. - May 2004 Update: the old barn was torn down over the summer of 2003, There have also been reports of orbs(balls of light) sighted in the areas around the inside of the barn where the murders took place. Also the old oak tree in front is now gone so there really isn’t much place to be able to tell if the ghosts are still there, but the barn just got relocated, not demolished, there is no information on where it was relocated.","Simi Hills Golf Course","California","CA","-118.6958824","34.2896586","-118.781482","34.2694474","",""
"Simi Valley","United States","Witnesses have seen the spirit of a man wearing black pants, black tie, and a white shirt, also he says things just suddenly fall off the shelves not every thing but only one item. The shelves are not crooked or anything or else everything would fall off.","Jons Market on Tapo Canyon.","California","CA","-118.7186903","34.2802912","-118.781482","34.2694474","",""
